gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Cartilage precursors	Chondrocytes	Perichondrium	Stromal cells	Cardiomyocytes	Muscle progenitors	Mesoderm	Mesenchymal progenitors	Lateral plate mesoderm	Limb bud mesoderm	Limb bud mesenchyme	Myocytes	Branchial arch mesenchyme	Intermediate mesoderm	Osteoblasts	Dermomyotome	Vascular smooth muscle	Osteoprogenitors	Endothelial cells	Apical ectodermal ridge	Hind limb lateral plate mesoderm	Myotome	Periosteum
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC07E0348EF	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC05CE52A12	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0F7E26271	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CF621D48	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A8902C85	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A0532ADC	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CFF5E19D	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0DF641DAA	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0681D30FE	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC02017BE74	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0861656EC	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC04085F9F9	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0A54B5323	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0ECFACED2	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CA323AE3	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CBC30AB7	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0092846B0	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC08AF9CA91	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC07E958BDE	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC08CC68F11	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0CE433AB8	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03BFF1D95	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03ADD2063	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0082A7233	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0674C647E	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC03D71E025	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0DF986F22	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC060984F83	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0014D5A6E	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0B066E03C	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0B4BD965C	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0247E9ADB	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0035F0B0F	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC06ACCFA52	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC069F9E62C	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0D2BDC009	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC05F111D21	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0BCD683D4	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC041215790	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC05B2AA866	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC051B1E9C4	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a11b1 complex	CPI-SC0247375A7	0.091	0.161	0.063	0.038	0.025	0.015	0.015	0.035	0.017	0.023	0.044	0.022	0.023	0.025	0.051	0.0	0.022	0.037	0.011	0.0	0.045	0.0	0.051
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0B808E56A	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC089D4762F	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F73E9099	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC016235D3A	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BC63F8C0	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0672FBD31	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0545E2502	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC006E22794	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0458F68A5	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC06E5E0C83	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC09FDA4F45	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F4BC2909	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC02AE206BE	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0A8E69BC5	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC05B6D413B	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC05992FDC8	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC069F95780	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0DAD29856	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC02F06FF62	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EC572716	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F8D27FBC	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EA3FC100	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC091173D82	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC07FB88720	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC035953E6B	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC01115AAD1	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BD4C290F	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC053BBE2B1	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0DA5EFA18	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F778DC8E	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0F590482E	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0BA41B0D3	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC090DB3159	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0FF018913	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC08BF895FC	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0D7F33CFB	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC040B3EFBC	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EACF2D60	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC004A436C5	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC00BE2EEE3	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC08AA91C84	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a1b1 complex	CPI-SC0EAF80261	0.038	0.192	0.094	0.075	0.121	0.024	0.27	0.042	0.037	0.051	0.024	0.031	0.032	0.049	0.004	0.026	0.555	0.011	0.395	0.0	0.082	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC05D87F723	0.004	0.006	0.007	0.013	0.034	0.006	0.0	0.005	0.007	0.0	0.0	0.005	0.005	0.012	0.009	0.0	0.0	0.009	0.466	0.126	0.154	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0606C6896	0.004	0.006	0.007	0.013	0.034	0.006	0.0	0.005	0.007	0.0	0.0	0.005	0.005	0.012	0.009	0.0	0.0	0.009	0.466	0.126	0.154	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01EA4FF6B	0.004	0.006	0.007	0.013	0.034	0.006	0.0	0.005	0.007	0.0	0.0	0.005	0.005	0.012	0.009	0.0	0.0	0.009	0.466	0.126	0.154	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC036D78A43	0.004	0.006	0.007	0.013	0.034	0.006	0.0	0.005	0.007	0.0	0.0	0.005	0.005	0.012	0.009	0.0	0.0	0.009	0.466	0.126	0.154	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC054484F7B	0.004	0.006	0.007	0.013	0.034	0.006	0.0	0.005	0.007	0.0	0.0	0.005	0.005	0.012	0.009	0.0	0.0	0.009	0.466	0.126	0.154	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC02392F4AF	0.004	0.006	0.007	0.013	0.034	0.006	0.0	0.005	0.007	0.0	0.0	0.005	0.005	0.012	0.009	0.0	0.0	0.009	0.466	0.126	0.154	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC01FFC9392	0.004	0.006	0.007	0.013	0.034	0.006	0.0	0.005	0.007	0.0	0.0	0.005	0.005	0.012	0.009	0.0	0.0	0.009	0.466	0.126	0.154	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0CA7B34A5	0.004	0.006	0.007	0.013	0.034	0.006	0.0	0.005	0.007	0.0	0.0	0.005	0.005	0.012	0.009	0.0	0.0	0.009	0.466	0.126	0.154	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC05CCF815E	0.004	0.006	0.007	0.013	0.034	0.006	0.0	0.005	0.007	0.0	0.0	0.005	0.005	0.012	0.009	0.0	0.0	0.009	0.466	0.126	0.154	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC07222A428	0.004	0.006	0.007	0.013	0.034	0.006	0.0	0.005	0.007	0.0	0.0	0.005	0.005	0.012	0.009	0.0	0.0	0.009	0.466	0.126	0.154	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0FBFA176B	0.004	0.006	0.007	0.013	0.034	0.006	0.0	0.005	0.007	0.0	0.0	0.005	0.005	0.012	0.009	0.0	0.0	0.009	0.466	0.126	0.154	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08D8A859F	0.004	0.006	0.007	0.013	0.034	0.006	0.0	0.005	0.007	0.0	0.0	0.005	0.005	0.012	0.009	0.0	0.0	0.009	0.466	0.126	0.154	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0814068D9	0.004	0.006	0.007	0.013	0.034	0.006	0.0	0.005	0.007	0.0	0.0	0.005	0.005	0.012	0.009	0.0	0.0	0.009	0.466	0.126	0.154	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0D870AE49	0.004	0.006	0.007	0.013	0.034	0.006	0.0	0.005	0.007	0.0	0.0	0.005	0.005	0.012	0.009	0.0	0.0	0.009	0.466	0.126	0.154	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC0E4E54E13	0.004	0.006	0.007	0.013	0.034	0.006	0.0	0.005	0.007	0.0	0.0	0.005	0.005	0.012	0.009	0.0	0.0	0.009	0.466	0.126	0.154	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC08F797F90	0.004	0.006	0.007	0.013	0.034	0.006	0.0	0.005	0.007	0.0	0.0	0.005	0.005	0.012	0.009	0.0	0.0	0.009	0.466	0.126	0.154	0.0	0.0
ITGB1	P05556	True	ITB1_HUMAN	a2b1 complex	CPI-SC035134F18	0.004	0.006	0.007	0.013	0.034	0.006	0.0	0.005	0.007	0.0	0.0	0.005	0.005	0.012	0.009	0.0	0.0	0.009	0.466	0.126	0.154	0.0	0.0
